Reading No;Time;Type;Duration;Units;Sequence;Alloy1;Alloy2;Flags;SAMPLE;HEAT;LOT;BATCH;MISC;NOTE;Res;EScale;Shape Time;User Login;LOCATION;INSPECTOR;Fundstelle;Schnitt Nummer;Art des Materials;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Pd;Pd Error;Ag;Ag Error;Ru;Ru Error;Mo;Mo Error;Nb;Nb Error;Zr;Zr Error;Bi;Bi Error;Se;Se Error;W;W Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Al;Al Error;LEC;LEC Error;Pb;Pb Error;Zn;Zn Error;Cu;Cu Error;S;S Error;P;P Error;Si;Si Error;Mg;Mg Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;As;As Error;Hg;Hg Error;Au;Au Error;Bal;Bal Error;Y;Y Error;Ce;Ce Error;La;La Error;Ba;Ba Error;Ca;Ca Error;K;K Error;Cl;Cl Error;Sc;Sc Error;Cs;Cs Error;Te;Te Error
133;25.09.2023 15:51;TestAll Geo;330,23;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;56,48;6,81;<LOD;0,77;<LOD;6,94;38,4;5,93;<LOD;4,18;;;<LOD;1,5;16,1;1,59;108,27;2,73;<LOD;48,03;<LOD;1,9;<LOD;34,78;<LOD;1,5;<LOD;1,5;<LOD;1,5;120,31;16,17;<LOD;98,21;42878,13;205,47;626,81;39,78;224,4;12,03;135,25;7,44;4580,2;48,52;132638,73;1551,16;;;29,43;3,45;155,68;7,89;33,67;8,6;650,57;118,94;1364,81;74,38;165822,48;880,62;<LOD;1689,8;201,94;3,09;<LOD;4,86;158,82;3,22;5,94;0,73;10,74;2,87;<LOD;31,08;<LOD;0,21;581710,81;2765,97;23,48;1,84;285,49;23,18;183,36;19,03;624,14;25,51;21859,43;140,45;29095,63;216,5;6531,38;59,39;25,61;2,82;35,92;8,9;448,76;16,77
134;25.09.2023 16:00;TestAll Geo;330,47;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;194,1;18,84;82,76;2,53;<LOD;21,52;<LOD;20,03;271,47;15,99;;;<LOD;1,5;<LOD;7,73;31,41;17,18;<LOD;279,09;<LOD;11,43;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;194,57;48,73;<LOD;56,7;3096,28;95,55;<LOD;73,97;39,55;4,07;<LOD;6,47;60,49;14,76;14417,16;1770,02;;;1206,24;42,25;6947,26;122,22;252798,88;2568,45;1433,71;71,79;8312,01;934,38;176188,67;1668,57;<LOD;5897,85;170,74;7,83;<LOD;300000;51,25;8,79;<LOD;1119,51;407,91;45,07;<LOD;140,01;<LOD;300000;397845,72;7696,2;8,42;5,42;<LOD;82,14;<LOD;69,18;260,38;76,57;16810,53;77,33;1712,57;47,17;43949,32;393,09;<LOD;2,24;<LOD;26,01;84,55;32,78
135;25.09.2023 16:07;TestAll Geo;330,48;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;487,59;18,46;439,14;3,99;40,2;11,78;17,37;10,95;121,26;9,85;;;<LOD;1,5;<LOD;11,04;163,46;31,01;<LOD;506,06;<LOD;15,17;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;169,96;44,54;<LOD;63,22;4684,19;113,65;<LOD;69,59;<LOD;33,86;8,53;5,4;417,12;19,47;23383,76;1469,33;;;4395,43;100,82;36580,73;438,85;254292,22;2772,52;3145,7;169,78;3321,05;666,86;138233,81;1407,6;<LOD;4656,64;402,56;13,08;<LOD;300000;33,43;14,76;<LOD;2019,91;744,79;82,23;243,25;99,68;<LOD;300000;377807,28;7069,45;53,44;9,54;98,37;41,23;55,77;34,25;<LOD;80,37;88569,16;271,97;2881,08;97,37;11108,23;130,8;<LOD;7,75;<LOD;20,49;93,7;25,82
136;26.09.2023 09:09;TestAll Geo;330,51;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;63,14;6,89;<LOD;0,76;<LOD;7,01;35,78;5,89;<LOD;4,03;;;<LOD;1,5;16,4;1,62;110,01;2,78;<LOD;47,84;<LOD;1,93;<LOD;34,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;111,14;16,47;<LOD;100,45;42816,59;209,05;595,33;40,05;204,76;11,49;133,83;7,28;4545,97;47,89;118107,7;1425,14;;;27,04;3,44;147,4;7,88;38,32;8,87;601,89;113,62;1249,25;71,78;155192,22;852,78;<LOD;1643,59;200,28;3,14;<LOD;4,89;159,78;3,27;5,11;0,72;12,48;2,91;<LOD;31,97;0,42;0,15;608552,5;2603,01;23,07;1,86;269,09;23,3;160,06;19,02;616,36;25,54;20858,65;133,96;27850,66;206,94;6302,72;57,67;24,54;2,69;28,5;8,9;459,1;16,9
137;26.09.2023 09:19;TestAll Geo;330,62;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;34,6;226,97;29,68;<LOD;124,28;<LOD;299,01;368465,75;786,46;;;<LOD;1,5;<LOD;45,05;<LOD;171,58;<LOD;1894,22;<LOD;55,1;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;258,42;<LOD;195,72;2195,65;253,97;<LOD;349,72;43,48;3,99;28,52;3,44;707,37;29,47;28723,31;1974,47;;;3737,69;130,22;<LOD;199,74;210885,23;2610,76;1834,83;74,51;3230,28;558,55;71072,8;1094,87;<LOD;6657,87;43,1;13,09;<LOD;300000;1278,2;62,72;24023,79;4793,83;365,39;140,86;1292,74;323,25;<LOD;300000;<LOD;1,5;<LOD;35,21;<LOD;249,63;217,59;139,51;526,11;219,6;13122,47;65,1;9206,53;78,37;24353,04;349,04;<LOD;1,82;<LOD;36,57;<LOD;64,68
138;26.09.2023 09:37;TestAll Geo;330,52;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;18,87;107,8;12,13;<LOD;64,43;<LOD;124,93;144109,86;319,25;;;<LOD;1,5;<LOD;68,6;<LOD;221,35;<LOD;2408,93;<LOD;39,06;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;119,77;<LOD;95,77;1894,51;155,27;<LOD;174,94;<LOD;29,32;11,09;4,38;405,01;19,67;27301,64;1456,04;;;1547,43;72,32;148,53;44,14;39187,66;1356,41;1309,93;64,06;2001,57;425,4;143801,05;3438,02;<LOD;3291,18;141,73;10,51;<LOD;300000;3210,7;130,96;103773,45;6007,65;1292,03;108,03;814,99;126,3;<LOD;300000;315960,09;16951,5;<LOD;28,96;<LOD;156,04;<LOD;129,19;<LOD;204,8;22761,02;78,69;8881,33;72,24;20383,93;572,24;<LOD;2,22;<LOD;22,25;<LOD;41,99
139;26.09.2023 09:41;TestAll Geo;3,19;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;;;;;<LOD;528,65;;;213779,48;39592,7;;;<LOD;1,5;<LOD;296,45;<LOD;989,35;<LOD;9969,19;<LOD;199,09;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;769,34;<LOD;675,83;1588,39;905,44;<LOD;1149,72;<LOD;1652,75;<LOD;1366,61;<LOD;5845,11;;;;;1683,67;426,95;<LOD;376,68;39673,71;6487,61;;;;;;;;;158,42;66,44;<LOD;300000;2880,28;573,18;74086,09;24619,07;<LOD;736,52;<LOD;1257,68;<LOD;300000;663522,25;57503,72;<LOD;157,87;;;;;;;;;;;;;;;;;;
140;26.09.2023 09:47;TestAll Geo;299,66;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;60,86;6,89;<LOD;0,76;<LOD;7,04;40,53;6,01;<LOD;4,23;;;<LOD;1,5;16,2;1,61;109,41;2,78;<LOD;47,85;<LOD;1,99;<LOD;36,4;<LOD;1,5;<LOD;1,5;<LOD;1,5;137,83;16,77;<LOD;100,07;42987,83;209,54;614,12;40,33;200,75;11,53;140,92;7,43;4623,18;48,61;165459,47;2019,61;;;27,99;3,47;150,01;7,96;32,68;8,81;702,24;117,3;1440;87,39;186472,89;1017,53;<LOD;2004,97;198,63;3,12;<LOD;4,91;158,71;3,27;5,52;0,73;11,3;2,9;<LOD;32,99;0,38;0,15;527702;3399,43;23,35;1,87;270,51;23,56;162,07;19,27;654,21;25,84;21028,26;135,3;28932,8;211,63;6667;68,09;25,25;2,71;30,89;8,95;478,93;17,12
141;26.09.2023 09:56;TestAll Geo;330,56;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;26,11;119,87;20,29;<LOD;120,61;<LOD;202,75;256334,28;539,52;;;<LOD;1,5;<LOD;64,44;<LOD;241,85;<LOD;2641,54;<LOD;61,5;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;354,71;160,7;<LOD;177,66;1757,99;228,1;<LOD;320,75;9,66;4,01;22,71;3,33;450;23,26;29005,17;1856,08;;;3542,87;124,81;<LOD;180,62;191473,73;2849,19;1903,2;74,53;1472,81;529,09;98153,42;1761,28;<LOD;6051,2;43,29;12,91;<LOD;300000;2367,39;88,96;53991,88;6402,72;827,79;151,56;1415,79;293,94;<LOD;300000;<LOD;1,5;<LOD;42,72;<LOD;281,55;<LOD;230,11;<LOD;350,1;9726,54;56,37;10240,71;80,89;28259,07;510,25;<LOD;1,55;<LOD;29,19;<LOD;52,99
142;26.09.2023 10:17;TestAll Geo;330,65;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;20,69;105,72;13,06;<LOD;70,36;401,78;92,37;141828,59;343,91;;;<LOD;1,5;<LOD;59,94;<LOD;204,94;<LOD;2163,96;<LOD;41,51;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;133,08;<LOD;104,74;1942,98;166,86;<LOD;196,61;<LOD;34,2;20,35;5,23;441,62;22,26;26476,8;1564,78;;;1618,22;77,13;108,61;49,02;46639,98;1612,47;1202,59;57,83;2584,02;502,36;149576,86;3330,46;<LOD;3940,25;127,77;10,68;<LOD;300000;3057,9;124,26;88051,35;5344,63;1140,08;103,72;835,78;141,34;<LOD;300000;305155,41;17580,97;<LOD;32,37;<LOD;182,51;<LOD;153,3;252,18;159,58;16940,72;65,02;7463,31;63,87;23776,36;639,55;<LOD;1,82;<LOD;24,42;<LOD;45,7
143;26.09.2023 10:40;TestAll Geo;330,15;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;1548,34;86,72;294,62;54,34;<LOD;88,63;1374,88;383,18;587491,81;1445,11;;;<LOD;1,5;<LOD;10,97;<LOD;33,35;<LOD;363,52;<LOD;21,33;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;1590,27;172,01;<LOD;151,41;910,52;198,67;<LOD;292,57;36,31;2,56;<LOD;11,33;185,85;19,64;<LOD;2724,98;;;<LOD;34,51;<LOD;58,36;5678,14;213,18;2050,13;60,96;<LOD;265,57;12099,99;535,01;<LOD;7893,36;<LOD;8,37;<LOD;300000;<LOD;17,57;<LOD;1449,84;<LOD;41,43;<LOD;252,24;<LOD;300000;539675,44;13867,83;<LOD;9,25;<LOD;192,51;<LOD;160,76;<LOD;249,68;1807,55;103,82;16629,61;80,18;66421,69;861,59;6,94;0,22;<LOD;69,88;<LOD;115,88
144;26.09.2023 10:47;General Metals;71,12;%;Final;No Match : *5.31;No Match : *5.78;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;0,287;<LOD;0,367;<LOD;0,095;<LOD;0,078;95,926;0,533;<LOD;0,015;<LOD;0,009;<LOD;0,008;<LOD;0,008;<LOD;0,027;<LOD;0,022;<LOD;0,17;;;;;;;0,353;0,078;<LOD;0,137;0,289;0,1;<LOD;0,275;0,389;0,044;<LOD;0,066;<LOD;0,063;<LOD;0,825;;;<LOD;0,032;<LOD;0,058;1,369;0,071;<LOD;0,002;<LOD;0,051;1,471;0,088;<LOD;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;26.09.2023 10:56;TestAll Geo;330,05;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;2139,53;49,24;1674,06;11,78;80,66;19,83;119,37;21,71;390,22;22,29;;;<LOD;1,5;<LOD;225,88;<LOD;837,33;<LOD;7838,02;<LOD;126,55;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;410,28;67,6;<LOD;77,28;2316,01;130,37;<LOD;110,65;<LOD;42,41;15,82;6,6;110,08;23,03;25225,85;2588,57;;;109287,51;5933,4;2668,15;143,78;239322,36;9638,29;24135,65;382,49;<LOD;2375,62;77265,07;4192,29;<LOD;6099,99;145,81;17,66;<LOD;300000;<LOD;402;<LOD;28816,27;4227,5;553,81;<LOD;327,11;<LOD;300000;287899,28;15672,98;166,3;83,89;<LOD;98,98;<LOD;81,14;<LOD;130,23;93608,47;271,34;1750,57;85,61;38754,43;2329,56;<LOD;7,76;182,16;27,64;758,99;52,51
